xData,yData,setName,xAxisTitle,yAxisTitle,plotTitle
1188,5.940200204,,,,
1189,5.570491663,,,,
1190,4.87872463,,,,
1191,4.515331429,,,,
1192,4.510398447,,,,
1193,4.671569638,,,,
1194,4.791493611,,,,
1195,5.451290536,,,,
1196,6.461975222,,,,
1197,6.526848342,,,,
1198,6.426010885,,,,
1199,6.481364908,,,,
1200,6.455425211,,,,
1201,5.375034814,,,,
1202,5.00348167,,,,
1203,5.487782993,,,,
1204,6.511072255,,,,
1205,6.247192409,,,,
1206,6.070921935,,,,
1207,5.618574441,,,,
1208,5.392009313,,,,
1209,5.666309677,,,,
1210,5.738912995,,,,
1211,5.852272406,,,,
1212,5.87455016,,,,
1213,5.84476724,,,,
1214,5.806705202,,,,
1215,5.757601758,,,,
1216,5.708747714,,,,
1217,5.736562224,,,,
1218,5.53419152,,,,
1219,5.199488126,,,,
1220,5.126790693,,,,
1221,5.09707422,,,,
1222,5.089215522,,,,
1223,5.077943793,,,,
1224,5.120182378,,,,
1225,5.25731289,,,,
1226,5.49075919,,,,
1227,6.271848993,,,,
1228,6.588712621,,,,
1229,6.477464516,,,,
1230,5.893456125,,,,
1231,5.430075264,,,,
1232,5.380066228,,,,
1233,5.505410998,,,,
1234,5.654412744,,,,
1235,5.560553796,,,,
1236,5.59054325,,,,
1237,5.595272332,,,,
1238,5.5841729,,,,
1239,5.548445541,,,,
1240,5.545704504,,,,
1241,5.444002363,,,,
1242,5.088674315,,,,
1243,4.975777357,,,,
1244,4.960395692,,,,
1245,4.970548644,,,,
1246,4.960987116,,,,
1247,4.956984751,,,,
1248,4.922236899,,,,
1249,4.928144937,,,,
1250,4.906339876,,,,
1251,4.891721753,,,,
1252,4.881511843,,,,
1253,4.887807047,,,,
1254,4.873607306,,,,
1255,4.700355168,,,,
1256,4.507546546,,,,
1257,4.523854723,,,,
1258,4.530978082,,,,
1259,4.492534868,,,,
1260,4.460859118,,,,
1261,4.446123004,,,,
1262,4.452757182,,,,
1263,4.451258627,,,,
1264,4.436381106,,,,
1265,4.44605684,,,,
1266,4.456396111,,,,
1267,4.440695004,,,,
1268,4.42206339,,,,
1269,4.376130797,,,,
1270,4.010468668,,,,
1271,2.306562433,,,,
1272,1.462387269,,,,
1273,1.840475836,,,,
1274,2.216601901,,,,
1275,2.193509113,,,,
1276,1.990699047,,,,
1277,1.903625732,,,,
1278,1.969323493,,,,
1279,2.056304768,,,,
1280,2.052969748,,,,
1281,2.042214401,,,,
1282,2.03581497,,,,
1283,2.041860886,,,,
1284,2.130411158,,,,
1285,2.413720242,,,,
1286,2.426587534,,,,
1287,2.377156628,,,,
1288,2.434255028,,,,
1289,2.58785242,,,,
1290,2.546391136,,,,
1291,2.468441992,,,,
1292,2.427738045,,,,
1293,2.441300367,,,,
1294,2.453196122,,,,
1295,2.451598482,,,,
1296,2.452580368,,,,
1297,2.463428126,,,,
1298,2.459353968,,,,
1299,2.571153991,,,,
1300,3.076259142,,,,
1301,2.934891385,,,,
1302,2.940032312,,,,
1303,2.926360317,,,,
1304,2.909759706,,,,
1305,2.945900542,,,,
1306,2.916808138,,,,
1307,2.900802443,,,,
1308,2.897037823,,,,
1309,2.901450296,,,,
1310,2.898287181,,,,
1311,2.883170351,,,,
1312,2.889063071,,,,
1313,2.868468264,,,,
1314,2.859133428,,,,
1315,2.841605145,,,,
1316,3.57727513,,,,
1317,5.210553791,,,,
1318,6.607066621,,,,
1319,6.802985473,,,,
1320,6.483231158,,,,
1321,6.354108968,,,,
1322,5.569763234,,,,
1323,4.157536031,,,,
1324,3.744899226,,,,
1325,3.629918028,,,,
1326,3.642147499,,,,
1327,3.632177699,,,,
1328,3.63011765,,,,
1329,3.566224926,,,,
1330,3.505573801,,,,
1331,3.353657894,,,,
1332,3.165221735,,,,
1333,3.201971588,,,,
1334,3.289894156,,,,
1335,3.264622272,,,,
1336,3.558369816,,,,
1337,4.010994963,,,,
1338,4.220337344,,,,
1339,4.423249539,,,,
1340,4.351491889,,,,
1341,4.348427565,,,,
1342,4.347564447,,,,
1343,4.36987988,,,,
1344,3.786595801,,,,
1345,1.670437927,,,,
1346,0.915696047,,,,
1347,1.02006006,,,,
1348,1.022561562,,,,
1349,0.856023402,,,,
1350,0.936734694,,,,
1351,0.927210884,,,,
1352,0.928571429,,,,
1353,0.923129252,,,,
1354,0.904761905,,,,
1355,0.883673469,,,,
1356,0.870748299,,,,
1357,0.881632653,,,,
1358,1.844886597,,,,
1359,2.620036866,,,,
1360,4.187559638,,,,
1361,3.952404861,,,,
1362,3.457171459,,,,
1363,1.878981849,,,,
1364,0.916920131,,,,
1365,1.034867776,,,,
1366,0.808333879,,,,
1367,1.012091338,,,,
1368,1.056224869,,,,
1369,1.013345646,,,,
1370,1.007780804,,,,
1371,0.845097513,,,,
1372,0.903401361,,,,
1373,0.829251701,,,,
1374,0.82585034,,,,
1375,0.797278912,,,,
1376,0.764606978,,,,
1377,0.688235232,,,,
1378,4.377336356,,,,
1379,4.908060972,,,,
1380,4.620048826,,,,
1381,4.513042118,,,,
1382,4.669811579,,,,
1383,6.535860832,,,,
1384,8.908845054,,,,
1385,9.032113082,,,,
1386,7.441841233,,,,
1387,5.35529202,,,,
1388,4.769300709,,,,
1389,4.327352337,,,,
1390,3.201339404,,,,
1391,1.728993977,,,,
1392,0.982031485,,,,
1393,0.891952238,,,,
1394,1.010889265,,,,
1395,0.97739367,,,,
1396,0.814400459,,,,
1397,0.921088435,,,,
1398,0.880272109,,,,
1399,0.831972789,,,,
1400,0.794557823,,,,
1401,0.795918367,,,,
1402,0.627366341,,,,
1403,1.88003998,,,,
1404,2.84122895,,,,
1405,1.511029122,,,,
1406,1.324974386,,,,
1407,1.409313109,,,,
1408,1.339837986,,,,
1409,1.466991823,,,,
1410,1.918326528,,,,
1411,2.493516786,,,,
1412,3.501537248,,,,
1413,5.24656641,,,,
1414,7.091763611,,,,
1415,5.477365349,,,,
1416,2.243149839,,,,
1417,1.242635488,,,,
1418,1.290947796,,,,
1419,1.214041312,,,,
1420,2.503233821,,,,
1421,4.558889338,,,,
1422,6.13310415,,,,
1423,4.883394003,,,,
1424,2.906533387,,,,
1425,1.391135783,,,,
1426,1.170878679,,,,
1427,1.135257157,,,,
1428,0.952259246,,,,
1429,0.759594047,,,,
1430,0.806802721,,,,
1431,0.783650818,,,,
1432,1.439815847,,,,
1433,2.659141807,,,,
1434,3.253624106,,,,
1435,1.786603577,,,,
1436,0.963433868,,,,
1437,0.921487141,,,,
1438,0.908290109,,,,
1439,0.868368078,,,,
1440,1.016056074,,,,
1441,1.381787344,,,,
1442,1.352267984,,,,
1443,0.894633647,,,,
1444,0.770094148,,,,
1445,1.036758034,,,,
1446,1.017057696,,,,
1447,0.857322657,,,,
1448,0.045722051,,,,
1449,0,,,,
1450,0,,,,
1451,0,,,,
1452,0,,,,
1453,0,,,,
1454,0,,,,
1455,0,,,,
1456,0,,,,
1457,0,,,,
1458,0,,,,
1459,0,,,,
1460,0,,,,
1461,0,,,,
1462,0,,,,
1463,0,,,,
1464,0,,,,
1465,0,,,,
1466,0,,,,
1467,0,,,,
1468,0,,,,
1469,0,,,,
1470,0,,,,
1471,0.135365969,,,,
1472,1.108609656,,,,
1473,0.984293078,,,,
1474,0.958900101,,,,
1475,1.519763516,,,,
1476,2.015112179,,,,
1477,1.559226451,,,,
1478,1.014318872,,,,
1479,1.52544399,,,,
1480,2.694782054,,,,
1481,3.182506197,,,,
1482,3.711188029,,,,
1483,4.518055896,,,,
1484,5.069833793,,,,
1485,4.568726068,,,,
1486,5.851549292,,,,
1487,6.947843513,,,,
1488,6.827639338,,,,
1489,6.182962609,,,,
1490,6.739006605,,,,
1491,6.969794481,,,,
1492,6.54593981,,,,
1493,5.364470694,,,,
1494,4.40562701,,,,
1495,4.749936267,,,,
1496,4.369293777,,,,
1497,3.970772849,,,,
1498,3.44691899,,,,
1499,2.958120913,,,,
1500,2.836481234,,,,
1501,3.245374233,,,,
1502,3.573035562,,,,
1503,3.585974512,,,,
1504,3.992730458,,,,
1505,4.468754934,,,,
1506,5.705922275,,,,
1507,8.377529941,,,,
1508,9.858007676,,,,
1509,10.31129772,,,,
1510,7.257189677,,,,
1511,5.078032194,,,,
1512,4.639430742,,,,
1513,7.073441327,,,,
1514,5.902926185,,,,
1515,4.694414606,,,,
1516,4.250254233,,,,
1517,3.858351217,,,,
1518,2.423074882,,,,
1519,0.862666508,,,,
1520,0.807133558,,,,
1521,0.86907193,,,,
1522,0.897278912,,,,
1523,0.897278912,,,,
1524,0.882312925,,,,
1525,0.853741497,,,,
1526,0.895918367,,,,
1527,2.560504427,,,,
1528,3.641004931,,,,
1529,5.088570771,,,,
1530,7.141483315,,,,
1531,8.592279734,,,,
1532,9.497525635,,,,
1533,11.5296741,,,,
1534,13.64829413,,,,
1535,15.48436953,,,,
1536,16.75818783,,,,
1537,15.65806244,,,,
1538,11.53982944,,,,
1539,8.659754589,,,,
1540,6.080818415,,,,
1541,6.935910581,,,,
1542,7.356635899,,,,
1543,6.420311473,,,,
1544,5.572378807,,,,
1545,5.543209276,,,,
1546,7.096494286,,,,
1547,8.622902888,,,,
1548,8.963081636,,,,
1549,9.233527756,,,,
1550,9.331415067,,,,
1551,9.423267248,,,,
1552,9.778685198,,,,
1553,11.76238583,,,,
1554,15.75157426,,,,
1555,19.34763396,,,,
1556,15.16282363,,,,
1557,12.06531845,,,,
1558,10.37580794,,,,
1559,12.11777131,,,,
1560,14.70041222,,,,
1561,16.277926,,,,
1562,17.12698311,,,,
1563,17.52022115,,,,
1564,17.34993445,,,,
1565,17.23264805,,,,
1566,13.40317993,,,,
1567,12.25270893,,,,
1568,14.24348937,,,,
1569,13.07099268,,,,
1570,8.977254824,,,,
1571,5.631672723,,,,
1572,6.912162895,,,,
1573,8.580334485,,,,
1574,7.147964058,,,,
1575,6.496325058,,,,
1576,6.593416081,,,,
1577,6.50152291,,,,
1578,6.231020907,,,,
1579,5.430690941,,,,
1580,5.426249415,,,,
1581,5.736340326,,,,
1582,5.795442027,,,,
1583,4.956543044,,,,
1584,4.652538911,,,,
1585,4.288897353,,,,
1586,5.270482843,,,,
1587,6.226933327,,,,
1588,7.415826015,,,,
1589,5.585574484,,,,
1590,5.136807879,,,,
1591,4.934349335,,,,
1592,4.2997214,,,,
1593,3.991643532,,,,
1594,3.913998519,,,,
1595,2.70171344,,,,
1596,2.835907207,,,,
1597,4.762897851,,,,
1598,4.806227453,,,,
1599,4.709585054,,,,
1600,4.727846623,,,,
1601,4.93791478,,,,
1602,5.95220315,,,,
1603,7.507920442,,,,
1604,5.916357778,,,,
1605,6.520142824,,,,
1606,7.570856421,,,,
1607,9.896466775,,,,
1608,9.583893118,,,,
1609,9.806725579,,,,
1610,10.41000533,,,,
1611,11.0540663,,,,
1612,13.55000573,,,,
1613,14.23289014,,,,
1614,12.12884892,,,,
1615,12.09832299,,,,
1616,10.15507183,,,,
1617,9.264215303,,,,
1618,9.085124688,,,,
1619,6.502231108,,,,
1620,4.252159874,,,,
1621,3.850318668,,,,
1622,1.476169417,,,,
1623,1.17127051,,,,
1624,1.021590976,,,,
1625,1.08707483,,,,
1626,1.235004983,,,,
1627,3.369508271,,,,
1628,5.119728977,,,,
1629,4.863173582,,,,
1630,5.216519922,,,,
1631,5.617709621,,,,
1632,5.350771987,,,,
1633,4.820531443,,,,
1634,5.018196443,,,,
1635,4.83418341,,,,
1636,6.887491709,,,,
1637,7.873622203,,,,
1638,8.139118086,,,,
1639,8.233534996,,,,
1640,8.827132284,,,,
1641,9.941577251,,,,
1642,10.52811375,,,,
1643,12.19279423,,,,
1644,14.26422694,,,,
1645,14.88053381,,,,
1646,12.28091368,,,,
1647,12.29758933,,,,
1648,12.74368836,,,,
1649,13.22460056,,,,
1650,12.45225472,,,,
1651,11.54168243,,,,
1652,11.58168148,,,,
1653,11.63942201,,,,
1654,11.64280506,,,,
1655,11.78245707,,,,
1656,11.81433618,,,,
1657,11.87430005,,,,
1658,11.91975899,,,,
1659,12.01132502,,,,
1660,11.99812603,,,,
1661,11.97892131,,,,
1662,10.73577397,,,,
1663,8.659474751,,,,
1664,7.922165095,,,,
1665,9.074819041,,,,
1666,10.45187646,,,,
1667,10.14150163,,,,
1668,9.970324325,,,,
1669,9.842764337,,,,
1670,9.128375366,,,,
1671,8.37554721,,,,
1672,8.125803881,,,,
1673,8.215203994,,,,
1674,8.456567964,,,,
1675,9.348680922,,,,
1676,9.919935844,,,,
1677,10.64272807,,,,
1678,11.81679453,,,,
1679,11.16580776,,,,
1680,10.44791116,,,,
1681,10.75927925,,,,
1682,10.71215259,,,,
1683,10.48276322,,,,
1684,10.40629485,,,,
1685,10.41886973,,,,
1686,10.08130802,,,,
1687,9.542670683,,,,
1688,9.378102254,,,,
1689,9.443858952,,,,
1690,9.683489895,,,,
1691,9.671722987,,,,
1692,9.621892448,,,,
1693,9.620348187,,,,
1694,9.541108532,,,,
1695,9.492861885,,,,
1696,9.497832394,,,,
1697,9.275761032,,,,
1698,9.281129442,,,,
1699,9.359009819,,,,
1700,8.470425436,,,,
1701,7.192104845,,,,
1702,7.745904575,,,,
1703,8.953777861,,,,
1704,11.05659734,,,,
1705,10.1735503,,,,
1706,9.805826329,,,,
1707,10.04089217,,,,
1708,10.47416702,,,,
1709,11.67606678,,,,
1710,11.58219409,,,,
1711,11.58046529,,,,
1712,11.69759918,,,,
1713,11.84383884,,,,
1714,11.96115428,,,,
1715,12.2072736,,,,
1716,12.24187804,,,,
1717,11.72408962,,,,
1718,9.740222427,,,,
1719,8.463003494,,,,
1720,6.080442705,,,,
1721,5.369919074,,,,
1722,3.787860748,,,,
1723,1.319719017,,,,
1724,1.193679967,,,,
1725,1.210204082,,,,
1726,1.216326531,,,,
1727,1.182993197,,,,
1728,1.162585034,,,,
1729,1.144217687,,,,
1730,1.129251701,,,,
1731,1.102040816,,,,
1732,1.082312925,,,,
1733,1.049659864,,,,
1734,1.042176871,,,,
1735,1.020408163,,,,
1736,1.004761905,,,,
1737,1.000680272,,,,
1738,0.986394558,,,,
1739,0.989795918,,,,
1740,0.945826637,,,,
1741,1.234594949,,,,
1742,1.443577165,,,,
1743,1.703673206,,,,
1744,2.10502423,,,,
1745,2.501391756,,,,
1746,2.371437006,,,,
1747,2.485038718,,,,
1748,3.00720706,,,,
1749,2.839230065,,,,
1750,2.718442995,,,,
1751,2.703240191,,,,
1752,2.744687658,,,,
1753,2.769934421,,,,
1754,2.758768631,,,,
1755,2.699784521,,,,
1756,2.686459864,,,,
1757,2.575567855,,,,
1758,2.402033336,,,,
1759,1.981567445,,,,
1760,0.995565241,,,,
1761,0.783851565,,,,
1762,0.82482048,,,,
1763,0.874829932,,,,
1764,0.870748299,,,,
1765,0.89047619,,,,
1766,0.927210884,,,,
1767,0.907482993,,,,
1768,0.892517007,,,,
1769,1.75965352,,,,
1770,0.882556096,,,,
1771,0.895918367,,,,
1772,0.860544218,,,,
1773,0.83537415,,,,
1774,0.856462585,,,,
1775,0.831292517,,,,
1776,0.783673469,,,,
1777,0.781632653,,,,
1778,0.870748299,,,,
1779,0.693646053,,,,
1780,0.773178482,,,,
1781,0.888023568,,,,
1782,1.125337643,,,,
1783,1.446717802,,,,
1784,1.659652434,,,,
1785,1.822056623,,,,
1786,1.840552035,,,,
1787,1.580846346,,,,
1788,1.233720226,,,,
1789,1.101437412,,,,
1790,0.845992801,,,,
1791,0.007955445,,,,
